"wait","block","temp_daily","rain_interval","rain_heavy_interval","snow_interval","rain_bool","rain_heavy_bool","Prop.commuters","Prop.drivers","Pdrive","Income","Rent","Gini","Prop.vacant","commute.time","hours.worked","Pmoved","pWhite","pHispanic","pPoverty","pRetIncome","pOwned","ADDDATE_morning","ADDDATE_wday","ADDDATE_summer"
0.902233796,"110010012003",48.75769231,0.5,0,0.5,TRUE,FALSE,0.693460490463215,0.242506811989101,0.349705305,151324,2353,0.4469,0,29.2,41.9,0.139672802,0.9373,0.0108991825613079,0,0.176470588235294,0.727941176470588,"0","Thu","0"
7.184189815,"110010052012",34.07916667,0.5,0,0.125,TRUE,FALSE,0.961538461538462,0.318577648766328,0.331320755,132708,1813,0.4447,0.110642781875659,24.9,47.3,0.240477728,0.934,0.032656023222061,0,0.116113744075829,0.792654028436019,"1","Thu","0"
5.331365741,"110010017021",34.07916667,0.666666667,0,0.166666667,TRUE,FALSE,0.67037037037037,0.25679012345679,0.38305709,102305,2124,0.4017,0,31.9,40,0.155396619,0.4877,0.151234567901235,0.0557823129251701,0.112925170068027,0.47891156462585,"1","Thu","0"
2.771793981,"110010034001",47.05833333,0.25,0,0,TRUE,FALSE,0.371222076215506,0.113666228646518,0.30619469,28657,388,0.4868,0,27.5,34.1,0.449957411,0.2661,0.0657030223390276,0.320388349514563,0.120388349514563,0.198058252427184,"0","Mon","0"
1.034618056,"110010102002",38.44583333,0.5,0,0,TRUE,FALSE,0.726724715338245,0.210314802411252,0.289400922,91667,1750,0.3825,0.172346640701071,25.3,44.8,0.235580829,0.4447,0.0997990622906899,0.0694117647058824,0.124705882352941,0.169411764705882,"0","Thu","0"
5.770740741,"110010080021",60.10344828,0.428571429,0.142857143,0,TRUE,TRUE,0.733895705521472,0.433282208588957,0.590386625,103864,1369,0.3871,0.0117647058823529,27.7,42.4,0.247846065,0.5498,0.0498466257668712,0.0758928571428571,0.119047619047619,0.626488095238095,"0","Wed","0"
2.860185185,"110010073011",57.34444444,0.666666667,0.333333333,0,TRUE,TRUE,0.52623688155922,0.328585707146427,0.624406458,75625,2408,0.3911,0.185388845247447,15,42.9,0.338393091,0.6682,0.0932033983008496,0.0289296046287367,0.0636451301832208,0,"0","Thu","0"
10.95123843,"110010007014",50.62083333,0.416666667,0.166666667,0,TRUE,TRUE,0.564154786150713,0.290224032586558,0.514440433,82868,1862,0.5072,0.0678233438485804,25.8,41.6,0.211248808,0.7546,0,0.038917089678511,0.218274111675127,0.44331641285956,"0","Thu","0"
2.17681713,"110010014011",58.09259259,0.333333333,0,0,TRUE,FALSE,0.567677682209144,0.282028066998642,0.496810207,96534,1623,0.5317,0,32.4,43.4,0.157354274,0.742,0.122679945676777,0.0591497227356747,0.155268022181146,0.393715341959335,"1","Mon","0"
10.01630787,"110010111002",58.09259259,0.363636364,0.090909091,0,TRUE,TRUE,0.442394239423942,0.306930693069307,0.693794507,88028,309,0.4567,0.061744966442953,29,36.2,0.109034268,0.1107,0.0724572457245725,0.123032904148784,0.283261802575107,0.84549356223176,"1","Mon","0"
1.032013889,"110010077071",53.60416667,0.5,0,0,TRUE,FALSE,0.307959814528594,0.187017001545595,0.60727729,30643,725,0.4396,0.220087336244541,38.3,36.9,0.110680938,0,0,0.269876819708847,0.143337066069429,0.235162374020157,"0","Tue","0"
5.790034722,"110010103003",65.99166667,0.285714286,0.142857143,0,TRUE,TRUE,0.438202247191011,0.154895666131621,0.353479853,40169,1166,0.4376,0.0727272727272727,35.4,39.6,0.185776488,0.1637,0.306581059390048,0.313725490196078,0.202614379084967,0.328976034858388,"0","Wed","0"
7.054398148,"110010014012",65.99166667,0.375,0.125,0,TRUE,TRUE,0.411206896551724,0.258620689655172,0.628930818,214063,2875,0.5317,0.013953488372093,32.4,43.4,0.157354274,0.9491,0.0293103448275862,0.0188679245283019,0.195754716981132,0.933962264150943,"0","Wed","0"
6.8659375,"110010014023",68.053125,0.25,0.125,0,TRUE,TRUE,0.608863198458574,0.218368657675016,0.358649789,79063,1116,0.5342,0.057991513437058,33.1,39.6,0.145460067,0.6044,0.162491971740527,0.168168168168168,0.123123123123123,0.37987987987988,"0","Tue","0"
7.284305556,"110010088042",52.11666667,0.5,0.125,0,TRUE,TRUE,0.452589105581708,0.174848688634835,0.386329866,33403,936,0.4409,0.165345413363533,35.3,36.7,0.154900332,0.0787,0.10827168796234,0.287652645861601,0.115332428765265,0.248303934871099,"0","Sat","0"
1.814421296,"110010021012",58.07083333,0.666666667,0,0,TRUE,FALSE,0.63627730294397,0.261158594491928,0.410447761,56983,897,0.4218,0.25981308411215,35.1,39.4,0.040554415,0.1567,0.594491927825261,0.189393939393939,0.0227272727272727,0.419191919191919,"0","Tue","0"
6.5465625,"110010013012",58.09259259,0.375,0.125,0,TRUE,TRUE,0.654357459379616,0.487444608567208,0.744920993,236705,0,0.5169,0.171348314606742,31.1,42.2,0.247002997,0.6514,0,0,0.267796610169492,0.894915254237288,"0","Mon","0"
5.799456019,"110010105002",58.94166667,0.571428571,0,0.142857143,TRUE,FALSE,0.781609195402299,0.233169129720854,0.298319328,97581,1477,0.4046,0.0434462444771723,28,41.4,0.187536571,0.5397,0.0405035577449371,0.0646651270207852,0.100076982294072,0.520400307929176,"0","Tue","0"
